CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
BUTCH TAILORS INTERNATIONAL LTD.,13569239,,,THE CLEMENT ROOMS 217 STRAND,FLOOR 3,LONDON,,UNITED KINGDOM,WC2R 1AT,Private Limited Company,Active,United Kingdom,,16-08-2021,31,8,16-05-2023,,NO ACCOUNTS FILED,13-09-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/13569239,06-09-2021,BUTCH TAILORS EST. 1956 LTD,,,,,,,,,,,,,,,,,,,29-08-2023,15-08-2022
BUTFIRSTSKIN LTD,14371298,,,BROOKFIELD COURT SELBY ROAD,GARFORTH,LEEDS,,ENGLAND,LS25 1NB,Private Limited Company,Active,United Kingdom,,22-09-2022,30,9,22-06-2024,,NO ACCOUNTS FILED,20-10-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14371298,,,,,,,,,,,,,,,,,,,,,05-10-2023,
BUTIK WIKI LTD,9849206,,,11 RADFORD ROAD,HYSON GREEN,NOTTINGHAM,,UNITED KINGDOM,NG7 5DQ,Private Limited Company,Active,United Kingdom,,30-10-2015,31,10,31-07-2023,31-10-2021,DORMANT,27-11-2016,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09849206,,,,,,,,,,,,,,,,,,,,,12-11-2023,29-10-2022
BUTIK WIKI(NOTTINGHAM ) LTD,9999396,,,11 RADFORD ROAD,,NOTTINGHAM,,UNITED KINGDOM,NG7 5DQ,Private Limited Company,Active,United Kingdom,,11-02-2016,29,2,30-11-2023,28-02-2022,MICRO ENTITY,18-05-2017,20-04-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09999396,02-08-2017,BUTIK WIKI (NEWARK) LTD,,,,,,,,,,,,,,,,,,,04-05-2023,20-04-2022
BUTLER & WILSON LIMITED,1658061,,,183/187 FULHAM ROAD,,LONDON,,,SW3 6JN,Private Limited Company,Active,United Kingdom,,12-08-1982,31,1,31-10-2023,31-01-2022,TOTAL EXEMPTION FULL,28-10-2016,30-09-2015,3,0,0,3,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/01658061,,,,,,,,,,,,,,,,,,,,,14-10-2023,30-09-2022
BUTLER WITTON LIMITED,10168609,,,7 MARGARETS BUILDINGS,,BATH,,ENGLAND,BA1 2LP,Private Limited Company,Active,United Kingdom,,07-05-2016,31,5,28-02-2023,31-05-2021,MICRO ENTITY,04-06-2017,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10168609,,,,,,,,,,,,,,,,,,,,,01-03-2023,15-02-2022
BUTOY LTD,13600240,,,3 ANDREW MANOR,BRITTON STREET,GILLINGHAM,,ENGLAND,ME7 5HA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02-09-2021,30,9,02-06-2023,,NO ACCOUNTS FILED,30-09-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,,,0,0,http://business.data.gov.uk/id/company/13600240,,,,,,,,,,,,,,,,,,,,,15-09-2022,
BUTT EXAMPLE LTD,13637734,,,19 UNION STREET,,ALDERSHOT,,UNITED KINGDOM,GU11 1EP,Private Limited Company,Active,United Kingdom,,22-09-2021,30,9,22-06-2023,,NO ACCOUNTS FILED,20-10-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/13637734,,,,,,,,,,,,,,,,,,,,,05-10-2022,
BUTTERCUP APPAREL LIMITED,13210395,,,20 AYNHOE ROAD,,LONDON,,ENGLAND,W14 0QD,Private Limited Company,Active,United Kingdom,,18-02-2021,28,2,30-11-2023,28-02-2022,DORMANT,18-03-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13210395,,,,,,,,,,,,,,,,,,,,,03-03-2023,17-02-2022
BUTTERFLIES & BUTTERCUPS LIMITED,13475851,,,18 DOVESTONE CLOSE,,WASHINGTON,TYNE AND WEAR,ENGLAND,NE38 8FD,Private Limited Company,Active,United Kingdom,,24-06-2021,30,6,24-03-2023,,NO ACCOUNTS FILED,22-07-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13475851,,,,,,,,,,,,,,,,,,,,,07-07-2023,23-06-2022
BUTTERFLIES CHILDRENS WEAR LIMITED,7372345,,,7 CROSS STREET,,WAKEFIELD,,ENGLAND,WF1 3BW,Private Limited Company,Active,United Kingdom,,10-09-2010,31,12,30-09-2023,31-12-2021,TOTAL EXEMPTION FULL,08-10-2016,10-09-2015,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/07372345,,,,,,,,,,,,,,,,,,,,,24-09-2023,10-09-2022
BUTTERFLY BABY LIMITED,13597805,,,4 BAYWOOD STREET,,BLACKBURN,,ENGLAND,BB1 6NS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,01-09-2021,30,9,01-06-2023,,NO ACCOUNTS FILED,29-09-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13597805,,,,,,,,,,,,,,,,,,,,,14-09-2022,
BUTTERFLY BOUTIQUE LTD,7189945,,,10 MARKET PLACE,,FAVERSHAM,,,ME13 7AG,Private Limited Company,Active,United Kingdom,,16-03-2010,31,3,31-12-2022,31-03-2021,MICRO ENTITY,13-04-2017,16-03-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/07189945,28-03-2014,FROCKS N ROCKS LIMITED,,,,,,,,,,,,,,,,,,,29-04-2023,15-04-2022
BUTTERFLY BRIDAL BOUTIQUE LIMITED,7387841,,,"UNIT 4, WILLOWS GATE",STRATTON AUDLEY,BICESTER,,,OX27 9AU,Private Limited Company,Active,United Kingdom,,27-09-2010,30,9,30-06-2023,30-09-2021,TOTAL EXEMPTION FULL,25-10-2016,27-09-2015,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/07387841,,,,,,,,,,,,,,,,,,,,,11-10-2023,27-09-2022
BUTTERFLY SCREEN PRINT AND PACKING SOLUTIONS LIMITED,11754927,,,11 KNIGHTON FIELDS ROAD WEST,,LEICESTER,,ENGLAND,LE2 6LH,Private Limited Company,Active,United Kingdom,,08-01-2019,31,1,31-10-2023,31-01-2022,TOTAL EXEMPTION FULL,05-02-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11754927,,,,,,,,,,,,,,,,,,,,,28-01-2023,14-01-2022
BUTTERLEY BARN INTERIORS LIMITED,8420076,,,C/O DPC ACCOUNTANTS STONE HOUSE,STONE ROAD BUSINESS PARK,STOKE-ON-TRENT,STAFFORDSHIRE,ENGLAND,ST4 6SR,Private Limited Company,Active,United Kingdom,,26-02-2013,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,26-03-2017,26-02-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08420076,,,,,,,,,,,,,,,,,,,,,12-03-2023,26-02-2022
BUTTERWORTHS BRIDAL LTD,12931110,,,153 CASTLE ROAD,,BEDFORD,,ENGLAND,MK40 3RT,Private Limited Company,Active,United Kingdom,,06-10-2020,31,12,30-09-2023,31-12-2021,TOTAL EXEMPTION FULL,03-11-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12931110,,,,,,,,,,,,,,,,,,,,,19-10-2023,05-10-2022
BUTTERWORTHâ€™S VINTAGE COMPANY LTD,8099751,,,1 THE UPLANDS,NAILSEA,BRISTOL,,ENGLAND,BS48 4RS,Private Limited Company,Active,United Kingdom,,11-06-2012,30,6,31-03-2023,30-06-2021,TOTAL EXEMPTION FULL,09-07-2017,11-06-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08099751,19-12-2018,DUSTBOWL VINTAGE LIMITED,,,,,,,,,,,,,,,,,,,25-06-2023,11-06-2022
BUTTON BLUE CRAFTS LTD,13746790,,,4 CHANCEL PLACE,BOYER STREET,DERBY,,ENGLAND,DE22 3SH,Private Limited Company,Active,United Kingdom,,16-11-2021,30,11,16-08-2023,,NO ACCOUNTS FILED,14-12-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13746790,,,,,,,,,,,,,,,,,,,,,29-11-2023,15-11-2022
BUTTON NOSE DANCE LTD,11150197,,,18 BRAMHALL LANE SOUTH,BRAMHALL,STOCKPORT,,ENGLAND,SK7 1AF,Private Limited Company,Active,United Kingdom,,15-01-2018,31,1,31-10-2023,31-01-2022,MICRO ENTITY,12-02-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11150197,,,,,,,,,,,,,,,,,,,,,28-01-2023,14-01-2022
BUTTON UP JEMIMA LIMITED,8080673,,,BRACKEN COTTAGE POTTERS HERON LANE,AMPFIELD,ROMSEY,,ENGLAND,SO51 9BW,Private Limited Company,Active,United Kingdom,,23-05-2012,31,5,28-02-2023,31-05-2021,DORMANT,20-06-2017,23-05-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08080673,,,,,,,,,,,,,,,,,,,,,06-06-2023,23-05-2022
BUTTONED UP LIMITED,14174176,,,66 LYNWOOD GROVE,,ORPINGTON,,ENGLAND,BR6 0BH,Private Limited Company,Active,United Kingdom,,15-06-2022,30,6,15-03-2024,,NO ACCOUNTS FILED,13-07-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14174176,,,,,,,,,,,,,,,,,,,,,28-06-2023,
BUTTONHOLE STITCH LIMITED,7480423,,,FIRST FLOOR,314 REGENTS PARK ROAD,LONDON,,,N3 2LT,Private Limited Company,Active,United Kingdom,,31-12-2010,31,3,31-12-2022,31-03-2021,MICRO ENTITY,28-01-2017,31-12-2015,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47770 - Retail sale of watches and jewellery in specialised stores,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/07480423,,,,,,,,,,,,,,,,,,,,,03-09-2023,20-08-2022
BUVELLY LTD,13553056,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,06-08-2021,31,8,06-05-2023,,NO ACCOUNTS FILED,03-09-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13553056,,,,,,,,,,,,,,,,,,,,,19-08-2022,
BUVTI GROUP LTD,14061851,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,22-04-2022,30,4,22-01-2024,,NO ACCOUNTS FILED,20-05-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47750 - Retail sale of cosmetic and toilet articles in specialised stores,73110 - Advertising agencies,,0,0,http://business.data.gov.uk/id/company/14061851,,,,,,,,,,,,,,,,,,,,,05-05-2023,
BUX (NW) LIMITED,13165407,,,47-49 NEW HALL LANE,,PRESTON,,UNITED KINGDOM,PR1 5NY,Private Limited Company,Active,United Kingdom,,28-01-2021,31,3,28-01-2023,,NO ACCOUNTS FILED,25-02-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13165407,,,,,,,,,,,,,,,,,,,,,10-02-2023,27-01-2022
BUXOM BRAS LTD,13422954,,,63-66 HATTON GARDEN,,LONDON,,ENGLAND,EC1N 8LE,Private Limited Company,Active,United Kingdom,,26-05-2021,31,5,26-02-2023,,NO ACCOUNTS FILED,23-06-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13422954,,,,,,,,,,,,,,,,,,,,,08-06-2023,25-05-2022
BUXTON TEXTILES LIMITED,6396020,,,"HAMILTON HOUSE, 315 ST SAVIOURS","ROAD, LEICESTER",LEICESTERSHIRE,,,LE5 4HG,Private Limited Company,Active,United Kingdom,,11-10-2007,30,11,31-08-2023,30-11-2021,MICRO ENTITY,08-11-2016,11-10-2015,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06396020,,,,,,,,,,,,,,,,,,,,,25-10-2023,11-10-2022
BUY ANY PPE LTD,11929531,,,UNIT 7,MILLSHAW PARK CLOSE,LEEDS,WEST YORKSHIRE,UNITED KINGDOM,LS11 0LW,Private Limited Company,Active,United Kingdom,,05-04-2019,30,9,30-06-2023,30-09-2021,TOTAL EXEMPTION FULL,03-05-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11929531,,,,,,,,,,,,,,,,,,,,,18-04-2023,04-04-2022
BUY INHAPPY.COM LTD,14121920,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,20-05-2022,31,5,20-02-2024,,NO ACCOUNTS FILED,17-06-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47890 - Retail sale via stalls and markets of other goods,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/14121920,,,,,,,,,,,,,,,,,,,,,02-06-2023,
BUY LABELS FOR LESS LIMITED,6860599,,,LEYTONSTONE HOUSE 3 HANBURY DRIVE,LEYTONSTONE,LONDON,,ENGLAND,E11 1GA,Private Limited Company,Active,United Kingdom,,26-03-2009,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,22-04-2017,25-03-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06860599,,,,,,,,,,,,,,,,,,,,,08-04-2023,25-03-2022
BUY THE BRANDS LIMITED,10689137,,,19 HENRY STREET,,LIVERPOOL,MERSEYSIDE,ENGLAND,L1 5BS,Private Limited Company,Active,United Kingdom,,24-03-2017,30,3,30-12-2022,30-03-2021,TOTAL EXEMPTION FULL,21-04-2018,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/10689137,,,,,,,,,,,,,,,,,,,,,16-07-2023,02-07-2022
BUYALL LTD,14429930,,,116 MORLEY ROAD,,BIRMINGHAM,WEST MIDLANDS,UNITED KINGDOM,B8 2HX,Private Limited Company,Active,United Kingdom,,19-10-2022,31,10,19-07-2024,,NO ACCOUNTS FILED,16-11-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14429930,,,,,,,,,,,,,,,,,,,,,01-11-2023,
BUYATODAY LIMITED,10303220,,,14 LANCING DRIVE,,LIVERPOOL,,UNITED KINGDOM,L10 8LW,Private Limited Company,Active,United Kingdom,,29-07-2016,31,7,30-04-2023,31-07-2021,MICRO ENTITY,26-08-2017,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47890 - Retail sale via stalls and markets of other goods,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/10303220,,,,,,,,,,,,,,,,,,,,,11-08-2023,28-07-2022
BUZZ B LTD,12370640,,,451 MOSELEY ROAD,,BIRMINGHAM,,ENGLAND,B12 9BX,Private Limited Company,Active,United Kingdom,,19-12-2019,31,12,30-09-2023,31-12-2021,MICRO ENTITY,16-01-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12370640,,,,,,,,,,,,,,,,,,,,,02-06-2023,19-05-2022
BUZZ FASHIONS LIMITED,13841757,,,HILL TOP COTTAGE NEW ROAD,SOUTH MILFORD,LEEDS,,ENGLAND,LS25 5LT,Private Limited Company,Active,United Kingdom,,11-01-2022,31,1,11-10-2023,,NO ACCOUNTS FILED,08-02-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13841757,,,,,,,,,,,,,,,,,,,,,24-01-2023,
BUZZARD BLINDS & AWNINGS LIMITED,4127223,,,3 WEST STREET,,LEIGHTON BUZZARD,BEDFORDSHIRE,,LU7 1DA,Private Limited Company,Active,United Kingdom,,18-12-2000,31,1,31-10-2023,31-01-2022,MICRO ENTITY,15-01-2017,18-12-2015,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/04127223,,,,,,,,,,,,,,,,,,,,,26-12-2022,12-12-2021
BUZZWORL MERCHANDISE LIMITED,12816154,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,16-08-2020,31,8,31-05-2023,31-08-2021,DORMANT,13-09-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12816154,,,,,,,,,,,,,,,,,,,,,29-08-2023,15-08-2022
BV RETAIL LTD,SC743179,,,32 MORAY PLACE,,EDINBURGH,,SCOTLAND,EH3 6BX,Private Limited Company,Active,United Kingdom,,01-09-2022,30,9,01-06-2024,,NO ACCOUNTS FILED,29-09-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/SC743179,,,,,,,,,,,,,,,,,,,,,14-09-2023,
BVB BLACK VELVET BOUTIQUE LIMITED,9537655,,,132 COPSTER HILL ROAD,,OLDHAM,GREATER MANCHESTER,UNITED KINGDOM,OL8 1QQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,13-04-2015,30,4,31-01-2023,30-04-2021,DORMANT,11-05-2017,13-04-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47710 - Retail sale of clothing in specialised stores,,,0,0,http://business.data.gov.uk/id/company/09537655,,,,,,,,,,,,,,,,,,,,,27-04-2022,13-04-2021
BVN LIMITED,11862011,,,HERITAGE HOUSE MURTON WAY,OSBALDWICK,YORK,NORTH YORKSHIRE,UNITED KINGDOM,YO19 5UW,Private Limited Company,Active,United Kingdom,,05-03-2019,31,3,31-12-2023,31-03-2022,MICRO ENTITY,02-04-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,74100 - specialised design activities,,,0,0,http://business.data.gov.uk/id/company/11862011,,,,,,,,,,,,,,,,,,,,,18-03-2023,04-03-2022
BVNE CLOTHING LTD,12624161,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,27-05-2020,31,5,28-02-2023,31-05-2021,DORMANT,24-06-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12624161,,,,,,,,,,,,,,,,,,,,,01-06-2023,18-05-2022
BX INTERNATIONAL FASHIONS LIMITED,12714346,,,KEMP HOUSE,160 CITY ROAD,LONDON,,UNITED KINGDOM,EC1V 2NX,Private Limited Company,Active,United Kingdom,,02-07-2020,31,7,30-04-2023,31-07-2021,TOTAL EXEMPTION FULL,30-07-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/12714346,,,,,,,,,,,,,,,,,,,,,15-07-2023,01-07-2022
BXB LONDON LIMITED,12024563,,,CHALLENGE HOUSE,616 MITCHAM ROAD,CROYDON,,UNITED KINGDOM,CR0 3AA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,30-05-2019,31,5,30-05-2021,,NO ACCOUNTS FILED,27-06-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/12024563,,,,,,,,,,,,,,,,,,,,,12-06-2021,29-05-2020
BXCLUSIVE LIMITED,14474643,,,28 GLENFIELD,,WOLVERHAMPTON,WEST MIDLANDS,UNITED KINGDOM,WV8 1TG,Private Limited Company,Active,United Kingdom,,10-11-2022,30,11,10-08-2024,,NO ACCOUNTS FILED,08-12-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14474643,14-11-2022,BEE EXCLUSIVE LTD,,,,,,,,,,,,,,,,,,,23-11-2023,
BXCN LTD,11626474,,,ELDER COTTAGE FOREST ROAD,ONEHOUSE,STOWMARKET,,ENGLAND,IP14 3ER,Private Limited Company,Active,United Kingdom,,16-10-2018,31,10,31-07-2023,31-10-2021,DORMANT,13-11-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11626474,,,,,,,,,,,,,,,,,,,,,29-10-2023,15-10-2022
BXG LTD,12924332,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,02-10-2020,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,30-10-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12924332,,,,,,,,,,,,,,,,,,,,,15-10-2023,01-10-2022
BY ATHENA LIMITED,NI692073,,,1 COLLEGE CLOSE,LURGAN,CRAIGAVON,,NORTHERN IRELAND,BT66 6NX,Private Limited Company,Active,United Kingdom,,22-10-2022,31,10,22-07-2024,,NO ACCOUNTS FILED,19-11-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/NI692073,,,,,,,,,,,,,,,,,,,,,04-11-2023,
BY CHRISTIAN LTD,12017787,,,"WILSON FIELD LIMITED, THE MANOR HOUSE",260 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PS,Private Limited Company,Liquidation,United Kingdom,,25-05-2019,31,5,28-02-2022,31-05-2020,TOTAL EXEMPTION FULL,22-06-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12017787,,,,,,,,,,,,,,,,,,,,,07-06-2022,24-05-2021
BY DIDENKO LTD,13744550,,,"9 MONMOUTH CLOSE,",,BEDFORD,BEDFORDSHIRE,UNITED KINGDOM,MK42 0EW,Private Limited Company,Active,United Kingdom,,15-11-2021,30,11,15-08-2023,,NO ACCOUNTS FILED,13-12-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13744550,17-11-2021,BYDIDENKO LTD,,,,,,,,,,,,,,,,,,,28-11-2022,
BY FEMINA LTD,13663573,,,FLAT 1,62 BASSETT STREET,LONDON,,ENGLAND,NW5 4PH,Private Limited Company,Active,United Kingdom,,05-10-2021,31,10,05-07-2023,,NO ACCOUNTS FILED,02-11-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,70229 - Management consultancy activities other than financial management,,0,0,http://business.data.gov.uk/id/company/13663573,,,,,,,,,,,,,,,,,,,,,14-12-2022,30-11-2021
BY KATIE MAY LTD,13953260,,,32 FOLLY LANE,,CHELTENHAM,,UNITED KINGDOM,GL50 4BY,Private Limited Company,Active,United Kingdom,,03-03-2022,31,3,03-12-2023,,NO ACCOUNTS FILED,31-03-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13953260,,,,,,,,,,,,,,,,,,,,,16-03-2023,
BY KAZMI LTD,14023729,,,54 HIGHFIELD ROAD,,LUTON,,ENGLAND,LU4 8AZ,Private Limited Company,Active,United Kingdom,,04-04-2022,30,4,04-01-2024,,NO ACCOUNTS FILED,02-05-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14023729,,,,,,,,,,,,,,,,,,,,,17-04-2023,
BY KNUHAH LTD,14482394,,,17 FRIARS MEAD,,LONDON,,ENGLAND,E14 3JY,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,14-11-2022,30,11,14-08-2024,,NO ACCOUNTS FILED,12-12-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14482394,,,,,,,,,,,,,,,,,,,,,27-11-2023,
BY LAUREN WILLIAMS LONDON LTD,13896104,,,50 WALTHAM WAY,,LONDON,,ENGLAND,E4 8HE,Private Limited Company,Active,United Kingdom,,05-02-2022,28,2,05-11-2023,,NO ACCOUNTS FILED,05-03-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",,,0,0,http://business.data.gov.uk/id/company/13896104,,,,,,,,,,,,,,,,,,,,,18-02-2023,
BY LC LTD,13763323,,,1 PRIORY VILLAS,COLNEY HATCH LANE,LONDON,,UNITED KINGDOM,N11 3DB,Private Limited Company,Active,United Kingdom,,24-11-2021,30,11,24-08-2023,,NO ACCOUNTS FILED,22-12-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47722 - Retail sale of leather goods in specialised stores,,,0,0,http://business.data.gov.uk/id/company/13763323,,,,,,,,,,,,,,,,,,,,,07-12-2022,
BY LUWA LTD,12716009,,,28A CHURCH ROAD,SUITE 139,STANMORE,,ENGLAND,HA7 4AW,Private Limited Company,Active,United Kingdom,,03-07-2020,31,7,30-04-2023,31-07-2021,MICRO ENTITY,31-07-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,"47990 - Other retail sale not in stores, stalls or markets",,0,0,http://business.data.gov.uk/id/company/12716009,,,,,,,,,,,,,,,,,,,,,16-07-2023,02-07-2022
